player_id,year,team_id,game_id,league_id,level_id,split_id,position,ab,h,k,pa,pitches_seen,g,gs,d,t,hr,r,rbi,sb,cs,bb,ibb,gdp,sh,sf,hp,ci,wpa,stint,ubr,war
1,2016,7,0,200,1,1,0,629,130,256,699,3035,162,162,28,0,28,76,71,1,1,53,0,9,0,4,13,0,-1.3375,0,1.1825,-0.5441
1,2016,7,0,200,1,3,0,629,130,256,699,0,162,162,28,0,28,76,71,0,0,53,0,9,0,4,13,0,0.0,0,0.0,0.0
1,2017,7,0,200,1,1,0,621,112,269,704,2963,162,162,20,1,19,71,65,3,2,68,0,13,0,2,13,0,-3.5738,0,-6.8281,-2.8096
1,2017,7,0,200,1,3,0,621,112,269,704,0,162,162,20,1,19,71,65,0,0,68,0,13,0,2,13,0,0.0,0,0.0,0.0
1,2018,7,0,200,1,1,0,617,140,243,695,2902,162,162,30,0,27,86,74,4,0,69,0,11,2,3,4,0,0.622,0,-1.4247,0.3058
1,2018,7,0,200,1,3,0,617,140,243,695,0,162,162,30,0,27,86,74,0,0,69,0,11,2,3,4,0,0.0,0,0.0,0.0
1,2019,7,0,200,1,1,0,610,116,261,690,3034,162,162,17,2,34,81,81,2,0,67,0,11,0,3,10,0,-0.6376,0,-4.4868,-0.8431
1,2019,7,0,200,1,3,0,610,116,261,690,0,162,162,17,2,34,81,81,0,0,67,0,11,0,3,10,0,0.0,0,0.0,0.0
1,2020,7,0,200,1,1,0,616,116,271,687,2969,162,162,27,1,13,55,42,1,2,66,0,8,0,1,4,0,-3.4022,0,-1.3952,-2.8441
1,2020,7,0,200,1,3,0,616,116,271,687,0,162,162,27,1,13,55,42,0,0,66,0,8,0,1,4,0,0.0,0,0.0,0.0
1,2021,7,0,200,1,1,0,622,137,255,705,3011,162,162,24,0,35,98,79,3,1,69,0,8,1,3,10,0,-0.2699,0,-0.5432,0.993
1,2021,7,0,200,1,3,0,622,137,255,705,0,162,162,24,0,35,98,79,0,0,69,0,8,1,3,10,0,0.0,0,0.0,0.0
1,2022,7,0,200,1,1,0,606,127,250,689,2979,162,162,32,2,22,77,62,0,2,78,0,9,0,1,4,0,-0.2786,0,-0.2683,-0.1104
1,2022,7,0,200,1,3,0,606,127,250,689,0,162,162,32,2,22,77,62,0,0,78,0,9,0,1,4,0,0.0,0,0.0,0.0
1,2023,7,0,200,1,1,0,634,133,277,704,2957,162,162,31,2,28,82,76,3,2,61,0,8,0,3,6,0,-0.9605,0,-0.0301,-0.3863
1,2023,7,0,200,1,3,0,634,133,277,704,0,162,162,31,2,28,82,76,0,0,61,0,8,0,3,6,0,0.0,0,0.0,0.0
1,2024,7,0,200,1,1,0,611,117,270,689,2880,162,162,27,0,18,65,49,1,2,70,0,15,0,2,6,0,-2.7077,0,-1.1285,-1.917
1,2024,7,0,200,1,3,0,611,117,270,689,0,162,162,27,0,18,65,49,0,0,70,0,15,0,2,6,0,0.0,0,0.0,0.0
1,2025,7,0,200,1,1,0,619,115,255,692,2986,162,162,19,2,23,70,63,1,3,65,0,14,1,2,5,0,-3.4234,0,-1.0798,-2.1444
1,2025,7,0,200,1,3,0,619,115,255,692,0,162,162,19,2,23,70,63,0,0,65,0,14,1,2,5,0,0.0,0,0.0,0.0
2,2016,3,0,200,1,1,0,630,216,73,698,2626,162,162,33,4,10,83,80,1,0,56,7,15,0,4,8,0,2.3058,0,-1.8932,4.3487
2,2016,3,0,200,1,3,0,630,216,73,698,0,162,162,33,4,10,83,80,0,0,56,7,15,0,4,8,0,0.0,0,0.0,0.0
2,2017,3,0,200,1,1,0,592,170,76,684,2632,162,162,29,4,23,84,85,0,0,80,10,8,0,8,4,0,3.2703,0,-0.983,3.7756
2,2017,3,0,200,1,3,0,592,170,76,684,0,162,162,29,4,23,84,85,0,0,80,10,8,0,8,4,0,0.0,0,0.0,0.0
2,2018,3,0,200,1,1,0,590,190,54,689,2606,162,162,38,6,13,104,82,1,2,87,9,8,0,2,10,0,3.7194,0,1.9087,4.722
2,2018,3,0,200,1,3,0,590,190,54,689,0,162,162,38,6,13,104,82,0,0,87,9,8,0,2,10,0,0.0,0,0.0,0.0
2,2019,3,0,200,1,1,0,595,175,68,676,2649,162,162,35,5,15,81,80,0,4,71,7,9,2,3,5,0,0.6633,0,0.9775,2.9252
2,2019,3,0,200,1,3,0,595,175,68,676,0,162,162,35,5,15,81,80,0,0,71,7,9,2,3,5,0,0.0,0,0.0,0.0
2,2020,3,0,200,1,1,0,604,177,72,685,2657,162,162,36,3,22,90,90,1,0,71,4,8,0,1,9,0,1.6247,0,-1.5803,4.0084
2,2020,3,0,200,1,3,0,604,177,72,685,0,162,162,36,3,22,90,90,0,0,71,4,8,0,1,9,0,0.0,0,0.0,0.0
2,2021,3,0,200,1,1,0,608,185,63,682,2625,162,162,40,8,9,83,72,3,2,70,5,16,0,3,1,0,3.5011,0,-6.5484,2.862
2,2021,3,0,200,1,3,0,608,185,63,682,0,162,162,40,8,9,83,72,0,0,70,5,16,0,3,1,0,0.0,0,0.0,0.0
2,2022,3,0,200,1,1,0,605,186,64,688,2641,162,162,39,2,6,75,66,2,2,71,6,11,0,4,8,0,1.5939,0,-0.7485,2.7226
2,2022,3,0,200,1,3,0,605,186,64,688,0,162,162,39,2,6,75,66,0,0,71,6,11,0,4,8,0,0.0,0,0.0,0.0
2,2023,3,0,200,1,1,0,613,183,69,695,2562,162,162,33,4,24,87,92,0,1,71,7,16,0,4,7,0,4.0606,0,1.6336,4.4424
2,2023,3,0,200,1,3,0,613,183,69,695,0,162,162,33,4,24,87,92,0,0,71,7,16,0,4,7,0,0.0,0,0.0,0.0
2,2023,3,0,200,1,21,0,47,16,4,51,186,12,12,4,0,0,6,6,0,0,4,1,2,0,0,0,0,0.1209,0,0.3653,0.0
2,2024,3,0,200,1,1,0,604,193,68,682,2617,162,162,45,7,9,85,82,1,2,67,7,17,0,5,6,0,3.1609,0,-2.2423,4.002
2,2024,3,0,200,1,3,0,604,193,68,682,0,162,162,45,7,9,85,82,0,0,67,7,17,0,5,6,0,0.0,0,0.0,0.0
2,2025,3,0,200,1,1,0,626,189,75,683,2585,162,162,39,1,24,89,91,0,1,50,2,9,0,4,3,0,3.9405,0,1.5912,3.7544
2,2025,3,0,200,1,3,0,626,189,75,683,0,162,162,39,1,24,89,91,0,0,50,2,9,0,4,3,0,0.0,0,0.0,0.0
3,2016,5,0,200,1,1,0,338,57,131,376,1515,96,96,4,0,4,36,19,3,1,28,0,12,5,0,5,0,-2.5174,0,1.6105,-2.3057
3,2016,5,0,200,1,3,0,338,57,131,376,0,96,96,4,0,4,36,19,0,0,28,0,12,5,0,5,0,0.0,0,0.0,0.0
3,2017,5,0,200,1,1,0,344,58,121,369,1484,96,96,9,0,5,28,19,2,2,19,0,4,2,2,2,0,-3.3368,0,-1.0379,-2.7699
3,2017,5,0,200,1,3,0,344,58,121,369,0,96,96,9,0,5,28,19,0,0,19,0,4,2,2,2,0,0.0,0,0.0,0.0
3,2018,5,0,200,1,1,0,323,64,117,356,1417,97,96,8,0,5,33,18,3,1,24,0,8,4,1,4,0,-1.9176,0,-1.1107,-1.8115
3,2018,5,0,200,1,3,0,323,64,117,356,0,97,96,8,0,5,33,18,0,0,24,0,8,4,1,4,0,0.0,0,0.0,0.0
3,2019,5,0,200,1,1,0,325,56,105,369,1457,96,96,5,0,7,34,30,5,3,34,0,5,5,2,3,0,-1.7573,0,-0.3603,-2.0216
3,2019,5,0,200,1,3,0,325,56,105,369,0,96,96,5,0,7,34,30,0,0,34,0,5,5,2,3,0,0.0,0,0.0,0.0
3,2020,5,0,200,1,1,0,331,65,128,371,1502,96,96,2,0,9,32,25,7,2,32,0,10,3,2,3,0,-1.4476,0,-4.2829,-1.5308
3,2020,5,0,200,1,3,0,331,65,128,371,0,96,96,2,0,9,32,25,0,0,32,0,10,3,2,3,0,0.0,0,0.0,0.0
3,2021,5,0,200,1,1,0,325,59,102,369,1339,96,96,8,0,5,32,34,5,1,28,0,7,9,4,3,0,-1.4185,0,-1.631,-2.6047
3,2021,5,0,200,1,3,0,325,59,102,369,0,96,96,8,0,5,32,34,0,0,28,0,7,9,4,3,0,0.0,0,0.0,0.0
3,2022,5,0,200,1,1,0,332,45,124,363,1413,96,96,5,0,5,29,25,3,3,19,0,9,8,3,1,0,-4.231,0,0.2635,-3.746
3,2022,5,0,200,1,3,0,332,45,124,363,0,96,96,5,0,5,29,25,0,0,19,0,9,8,3,1,0,0.0,0,0.0,0.0
3,2023,5,0,200,1,1,0,323,60,87,361,1367,96,96,4,0,5,30,23,5,4,27,0,10,5,3,2,1,-2.5641,0,1.3983,-1.8043
3,2023,5,0,200,1,3,0,323,60,87,361,0,96,96,4,0,5,30,23,0,0,27,0,10,5,3,2,1,0.0,0,0.0,0.0
3,2024,5,0,200,1,1,0,345,58,119,386,1480,97,97,9,0,8,24,28,2,2,28,0,5,5,2,6,0,-2.5039,0,-1.3285,-2.0934
3,2024,5,0,200,1,3,0,345,58,119,386,0,97,97,9,0,8,24,28,0,0,28,0,5,5,2,6,0,0.0,0,0.0,0.0
3,2025,5,0,200,1,1,0,323,65,97,364,1363,96,96,13,0,7,37,25,4,4,28,0,6,8,1,4,0,-1.6912,0,-0.0457,-1.2967
3,2025,5,0,200,1,3,0,323,65,97,364,0,96,96,13,0,7,37,25,0,0,28,0,6,8,1,4,0,0.0,0,0.0,0.0
7,2016,8,0,200,1,1,0,532,153,80,580,2109,140,140,37,1,20,79,73,3,2,38,4,17,0,2,8,0,-0.3218,0,0.561,2.8021
7,2016,8,0,200,1,3,0,532,153,80,580,0,140,140,37,1,20,79,73,0,0,38,4,17,0,2,8,0,0.0,0,0.0,0.0
7,2017,8,0,200,1,1,0,528,163,80,584,2168,143,140,37,1,21,73,94,1,2,46,3,14,1,2,7,0,3.3919,0,1.0779,4.2922
7,2017,8,0,200,1,3,0,528,163,80,584,0,143,140,37,1,21,73,94,0,0,46,3,14,1,2,7,0,0.0,0,0.0,0.0
7,2018,8,0,200,1,1,0,513,156,81,577,2043,141,140,26,2,21,85,81,1,1,56,6,12,0,3,5,0,3.5463,0,-4.7724,2.8431
7,2018,8,0,200,1,3,0,513,156,81,577,0,141,140,26,2,21,85,81,0,0,56,6,12,0,3,5,0,0.0,0,0.0,0.0
7,2019,8,0,200,1,1,0,531,162,71,589,2100,141,140,44,1,25,87,110,2,1,48,3,15,1,2,7,0,3.829,0,2.0088,4.4768
7,2019,8,0,200,1,3,0,531,162,71,589,0,141,140,44,1,25,87,110,0,0,48,3,15,1,2,7,0,0.0,0,0.0,0.0
7,2020,8,0,200,1,1,0,524,150,79,583,2138,141,140,31,0,38,93,107,1,1,49,8,14,0,2,8,0,3.5498,0,-2.9375,4.2127
7,2020,8,0,200,1,3,0,524,150,79,583,0,141,140,31,0,38,93,107,0,0,49,8,14,0,2,8,0,0.0,0,0.0,0.0
7,2021,8,0,200,1,1,0,529,154,92,583,2126,140,140,31,0,28,76,91,3,0,45,11,16,0,5,4,0,0.8824,0,-3.8111,3.0533
7,2021,8,0,200,1,3,0,529,154,92,583,0,140,140,31,0,28,76,91,0,0,45,11,16,0,5,4,0,0.0,0,0.0,0.0
