player_id,year,team_id,game_id,league_id,level_id,split_id,position,ab,h,k,pa,pitches_seen,g,gs,d,t,hr,r,rbi,sb,cs,bb,ibb,gdp,sh,sf,hp,ci,wpa,stint,ubr,war
1,2016,7,0,200,1,1,0,623,116,263,691,2996,162,162,25,1,24,58,73,0,2,59,0,14,1,2,6,0,-3.405,0,-1.251,-2.3019
1,2016,7,0,200,1,3,0,623,116,263,691,0,162,162,25,1,24,58,73,0,0,59,0,14,1,2,6,0,0.0,0,0.0,0.0
1,2017,7,0,200,1,1,0,620,111,273,696,3031,162,162,26,1,17,52,52,2,1,66,0,9,0,5,5,0,-3.9217,0,-0.9723,-2.932
1,2017,7,0,200,1,3,0,620,111,273,696,0,162,162,26,1,17,52,52,0,0,66,0,9,0,5,5,0,0.0,0,0.0,0.0
1,2018,7,0,200,1,1,0,614,105,265,686,2964,162,162,23,2,18,57,57,2,0,61,0,11,1,4,6,0,-5.1305,0,-1.7419,-3.1756
1,2018,7,0,200,1,3,0,614,105,265,686,0,162,162,23,2,18,57,57,0,0,61,0,11,1,4,6,0,0.0,0,0.0,0.0
1,2019,7,0,200,1,1,0,629,123,279,690,2978,162,162,30,0,27,63,67,1,1,50,0,9,0,1,10,0,-1.9261,0,-1.2405,-1.5412
1,2019,7,0,200,1,3,0,629,123,279,690,0,162,162,30,0,27,63,67,0,0,50,0,9,0,1,10,0,0.0,0,0.0,0.0
1,2020,7,0,200,1,1,0,618,124,270,694,3069,162,162,21,2,29,74,77,1,2,67,0,8,0,1,8,0,-1.5867,0,-0.692,-0.6412
1,2020,7,0,200,1,3,0,618,124,270,694,0,162,162,21,2,29,74,77,0,0,67,0,8,0,1,8,0,0.0,0,0.0,0.0
1,2021,7,0,200,1,1,0,620,120,246,701,3032,162,162,30,1,28,82,63,2,2,66,0,9,1,5,9,0,-0.1379,0,-2.5194,-1.089
1,2021,7,0,200,1,3,0,620,120,246,701,0,162,162,30,1,28,82,63,0,0,66,0,9,1,5,9,0,0.0,0,0.0,0.0
1,2022,7,0,200,1,1,0,603,89,271,692,3016,162,162,20,1,14,48,51,2,0,72,0,16,0,6,10,1,-5.1936,0,-3.1601,-4.3001
1,2022,7,0,200,1,3,0,603,89,271,692,0,162,162,20,1,14,48,51,0,0,72,0,16,0,6,10,1,0.0,0,0.0,0.0
1,2023,7,0,200,1,1,0,637,143,271,707,3035,162,162,26,2,23,75,81,1,3,56,0,10,1,3,10,0,-1.505,0,-0.7512,-0.6507
1,2023,7,0,200,1,3,0,637,143,271,707,0,162,162,26,2,23,75,81,0,0,56,0,10,1,3,10,0,0.0,0,0.0,0.0
1,2024,7,0,200,1,1,0,601,98,263,683,2978,162,162,16,1,24,66,56,2,1,73,0,13,0,5,4,0,-3.0134,0,-1.6686,-2.9403
1,2024,7,0,200,1,3,0,601,98,263,683,0,162,162,16,1,24,66,56,0,0,73,0,13,0,5,4,0,0.0,0,0.0,0.0
1,2025,7,0,200,1,1,0,624,103,270,706,3090,162,162,21,1,23,64,67,2,0,67,0,8,2,5,8,0,-2.6241,0,-2.8514,-3.0636
1,2025,7,0,200,1,3,0,624,103,270,706,0,162,162,21,1,23,64,67,0,0,67,0,8,2,5,8,0,0.0,0,0.0,0.0
2,2016,3,0,200,1,1,0,603,192,66,688,2589,162,162,43,5,16,104,90,1,0,68,4,8,0,6,10,1,5.1047,0,-3.762,4.4267
2,2016,3,0,200,1,3,0,603,192,66,688,0,162,162,43,5,16,104,90,0,0,68,4,8,0,6,10,1,0.0,0,0.0,0.0
2,2017,3,0,200,1,1,0,613,173,72,686,2624,162,162,44,2,21,91,90,1,0,67,3,12,0,6,0,0,2.7744,0,2.3844,3.094
2,2017,3,0,200,1,3,0,613,173,72,686,0,162,162,44,2,21,91,90,0,0,67,3,12,0,6,0,0,0.0,0,0.0,0.0
2,2018,3,0,200,1,1,0,597,177,65,679,2571,162,162,33,5,8,84,61,1,2,72,9,15,1,4,5,0,1.1895,0,-1.12,2.1274
2,2018,3,0,200,1,3,0,597,177,65,679,0,162,162,33,5,8,84,61,0,0,72,9,15,1,4,5,0,0.0,0,0.0,0.0
2,2019,3,0,200,1,1,0,596,203,70,680,2535,162,162,40,6,21,104,89,2,1,68,6,18,0,4,11,1,4.6451,0,-3.2428,5.9661
2,2019,3,0,200,1,3,0,596,203,70,680,0,162,162,40,6,21,104,89,0,0,68,6,18,0,4,11,1,0.0,0,0.0,0.0
2,2020,3,0,200,1,1,0,604,202,84,685,2560,162,162,50,5,17,94,94,0,1,65,3,14,0,7,9,0,4.6754,0,-0.3221,5.4919
2,2020,3,0,200,1,3,0,604,202,84,685,0,162,162,50,5,17,94,94,0,0,65,3,14,0,7,9,0,0.0,0,0.0,0.0
2,2021,3,0,200,1,1,0,610,169,56,686,2573,162,162,38,6,12,76,79,1,2,62,4,14,1,3,10,0,2.9729,0,-2.6232,2.4113
2,2021,3,0,200,1,3,0,610,169,56,686,0,162,162,38,6,12,76,79,0,0,62,4,14,1,3,10,0,0.0,0,0.0,0.0
2,2022,3,0,200,1,1,0,594,196,74,678,2615,162,162,37,3,18,100,78,1,2,64,4,15,0,6,14,0,1.8099,0,-1.32,5.3419
2,2022,3,0,200,1,3,0,594,196,74,678,0,162,162,37,3,18,100,78,0,0,64,4,15,0,6,14,0,0.0,0,0.0,0.0
2,2023,3,0,200,1,1,0,601,177,75,678,2610,162,162,36,3,16,100,73,2,1,67,7,11,0,4,6,0,2.87,0,-1.469,2.6607
2,2023,3,0,200,1,3,0,601,177,75,678,0,162,162,36,3,16,100,73,0,0,67,7,11,0,4,6,0,0.0,0,0.0,0.0
2,2024,3,0,200,1,1,0,598,195,69,683,2582,162,162,52,5,16,110,94,0,1,76,5,13,0,3,6,0,5.0243,0,1.3596,5.4414
2,2024,3,0,200,1,3,0,598,195,69,683,0,162,162,52,5,16,110,94,0,0,76,5,13,0,3,6,0,0.0,0,0.0,0.0
2,2024,3,0,200,1,21,0,39,22,5,46,150,11,11,6,0,1,8,9,0,1,7,1,0,0,0,0,0,1.0348,0,0.4256,0.0
2,2025,3,0,200,1,1,0,612,182,73,679,2568,162,162,36,3,19,82,77,1,0,61,6,20,0,2,4,0,1.536,0,-1.8364,3.4314
2,2025,3,0,200,1,3,0,612,182,73,679,0,162,162,36,3,19,82,77,0,0,61,6,20,0,2,4,0,0.0,0,0.0,0.0
3,2016,5,0,200,1,1,0,323,60,120,359,1429,96,96,4,0,3,27,21,6,1,24,0,5,8,3,1,0,-2.7042,0,-0.9176,-2.3824
3,2016,5,0,200,1,3,0,323,60,120,359,0,96,96,4,0,3,27,21,0,0,24,0,5,8,3,1,0,0.0,0,0.0,0.0
3,2017,5,0,200,1,1,0,341,57,139,367,1492,96,96,6,0,8,33,28,3,1,20,0,5,1,0,5,0,-1.3575,0,-0.4724,-2.3649
3,2017,5,0,200,1,3,0,341,57,139,367,0,96,96,6,0,8,33,28,0,0,20,0,5,1,0,5,0,0.0,0,0.0,0.0
3,2018,5,0,200,1,1,0,326,63,106,364,1416,96,96,12,1,3,29,25,3,3,30,0,6,4,3,1,0,-1.923,0,0.0891,-1.8271
