player_id,year,team_id,game_id,league_id,level_id,split_id,ip,ab,tb,ha,k,bf,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,ir,irs,wpa,li,stint,outs,sd,md,war,ra9war
42,2016,12,0,200,1,1,54,199,0,43,61,222,0,18,26,26,56,41,865,0,57,0,1,6,36,25,7,2,1,1,10,0,0,2,0,2,53,3,0,40,4,57,0,0,0,0,0,6,0,0.1199,468.4999,0,162,29,9,0.0355,0.2808
42,2016,12,0,200,1,3,54,199,0,43,61,222,0,18,26,26,56,41,0,0,57,0,0,0,0,25,7,2,1,1,10,0,0,2,0,2,0,3,0,0,0,57,0,0,0,0,0,6,0,0.0,468.4999,0,162,0,0,0.0,0.0
42,2017,12,0,200,1,1,51,211,0,58,62,246,0,28,34,28,43,42,973,1,52,0,3,8,25,39,11,0,2,2,6,0,0,3,3,5,43,3,0,30,5,52,0,0,0,3,1,3,1,-1.8533,521.5999,0,154,17,12,0.3426,-1.1391
42,2017,12,0,200,1,3,51,211,0,58,62,246,0,28,34,28,43,42,0,1,52,0,0,0,0,39,11,0,2,2,6,0,0,3,3,5,0,3,0,0,0,52,0,0,0,0,0,3,1,0.0,521.5999,0,154,0,0,0.0,0.0
42,2018,12,0,200,1,1,60,222,0,46,67,253,0,23,31,31,46,65,1021,0,58,0,4,5,35,24,10,2,2,1,11,0,0,3,3,4,54,1,0,39,4,58,0,0,2,0,1,4,2,-0.0983,486.4999,0,180,30,10,-0.2543,-0.0077
42,2018,12,0,200,1,3,60,222,0,46,67,253,0,23,31,31,46,65,0,0,58,0,0,0,0,24,10,2,2,1,11,0,0,3,3,4,0,1,0,0,0,58,0,0,0,0,0,4,2,0.0,486.4999,0,180,0,0,0.0,0.0
42,2019,12,0,200,1,1,62,240,0,55,69,268,0,23,26,24,48,67,1048,2,61,0,6,3,34,37,6,0,2,0,12,0,0,1,2,3,54,3,0,40,6,61,0,0,4,0,0,6,2,1.1452,558.1998,0,188,29,10,-0.3333,1.0608
42,2019,12,0,200,1,3,62,240,0,55,69,268,0,23,26,24,48,67,0,2,61,0,0,0,0,37,6,0,2,0,12,0,0,1,2,3,0,3,0,0,0,61,0,0,0,0,0,6,2,0.0,558.1998,0,188,0,0,0.0,0.0
42,2020,12,0,200,1,1,60,225,0,49,79,272,0,41,35,34,46,50,1098,2,62,0,2,9,36,27,13,2,1,1,8,1,0,7,4,3,55,6,0,44,8,62,0,0,3,0,2,11,4,-1.535,578.4998,0,182,31,12,0.2859,-0.596
42,2020,12,0,200,1,3,60,225,0,49,79,272,0,41,35,34,46,50,0,2,62,0,0,0,0,27,13,2,1,1,8,1,0,7,4,3,0,6,0,0,0,62,0,0,0,0,0,11,4,0.0,578.4998,0,182,0,0,0.0,0.0
42,2021,12,0,200,1,1,53,196,0,43,51,233,0,25,23,18,50,55,931,1,57,0,5,7,31,31,7,4,4,0,5,0,0,5,1,4,52,4,0,34,3,57,0,0,3,0,1,8,3,1.4425,556.7,0,160,33,9,0.499,0.7007
42,2021,12,0,200,1,3,53,196,0,43,51,233,0,25,23,18,50,55,0,1,57,0,0,0,0,31,7,4,4,0,5,0,0,5,1,4,0,4,0,0,0,57,0,0,0,0,0,8,3,0.0,556.7,0,160,0,0,0.0,0.0
42,2022,12,0,200,1,1,60,227,0,49,62,258,0,29,25,20,55,58,1012,1,60,0,2,6,38,36,9,0,0,1,3,0,0,4,2,2,56,5,0,41,3,60,0,0,2,0,1,2,2,1.945,590.6999,0,181,38,7,1.5414,1.1042
42,2022,12,0,200,1,3,60,227,0,49,62,258,0,29,25,20,55,58,0,1,60,0,0,0,0,36,9,0,0,1,3,0,0,4,2,2,0,5,0,0,0,60,0,0,0,0,0,2,2,0.0,590.6999,0,181,0,0,0.0,0.0
42,2023,12,0,200,1,1,61,235,0,55,69,266,0,28,29,28,62,50,1040,2,62,0,3,10,34,29,15,2,0,0,11,0,0,6,3,1,55,3,0,41,7,62,0,0,0,0,1,2,0,-2.3165,561.3999,0,185,27,14,-0.136,0.3687
42,2023,12,0,200,1,3,61,235,0,55,69,266,0,28,29,28,62,50,0,2,62,0,0,0,0,29,15,2,0,0,11,0,0,6,3,1,0,3,0,0,0,62,0,0,0,0,0,2,0,0.0,561.3999,0,185,0,0,0.0,0.0
42,2024,12,0,200,1,1,59,220,0,44,77,248,0,25,21,21,48,49,1024,2,60,0,3,4,37,29,8,0,1,0,7,0,0,3,4,2,56,2,0,43,6,60,0,0,0,2,1,7,3,0.3137,497.1998,0,179,32,9,1.0795,1.5753
42,2024,12,0,200,1,3,59,220,0,44,77,248,0,25,21,21,48,49,0,2,60,0,0,0,0,29,8,0,1,0,7,0,0,3,4,2,0,2,0,0,0,60,0,0,0,0,0,7,3,0.0,497.1998,0,179,0,0,0.0,0.0
42,2025,12,0,200,1,1,60,226,0,55,69,256,0,28,24,21,43,58,1047,1,61,0,1,7,41,34,15,1,1,1,5,0,0,3,3,0,55,8,0,47,6,61,0,0,1,1,0,8,3,0.7524,575.3999,0,181,31,11,1.3437,1.278
42,2025,12,0,200,1,3,60,226,0,55,69,256,0,28,24,21,43,58,0,1,61,0,0,0,0,34,15,1,1,1,5,0,0,3,3,0,0,8,0,0,0,61,0,0,0,0,0,8,3,0.0,575.3999,0,181,0,0,0.0,0.0
43,2016,23,0,200,1,1,75,305,0,85,88,341,0,31,52,48,62,69,1394,2,66,0,3,5,1,43,22,0,2,1,19,1,0,3,1,3,14,4,0,3,2,66,0,0,12,5,7,29,11,-0.6186,281.5001,0,227,11,11,-1.1162,-1.5045
43,2016,23,0,200,1,3,75,305,0,85,88,341,0,31,52,48,62,69,0,2,66,0,0,0,0,43,22,0,2,1,19,1,0,3,1,3,0,4,0,0,0,66,0,0,0,0,0,29,11,0.0,281.5001,0,227,0,0,0.0,0.0
43,2017,23,0,200,1,1,80,310,0,70,86,349,0,35,49,45,73,77,1398,2,64,0,1,5,0,40,15,0,1,1,14,0,0,4,5,3,15,4,0,2,2,64,0,0,10,1,11,33,7,0.7888,355.9001,0,242,18,12,-0.2444,-0.8078
43,2017,23,0,200,1,3,80,310,0,70,86,349,0,35,49,45,73,77,0,2,64,0,0,0,0,40,15,0,1,1,14,0,0,4,5,3,0,4,0,0,0,64,0,0,0,0,0,33,7,0.0,355.9001,0,242,0,0,0.0,0.0
43,2018,23,0,200,1,1,86,357,0,99,92,381,0,20,56,52,75,87,1467,2,73,0,2,3,2,59,14,1,2,4,22,2,0,6,4,1,19,2,0,7,5,73,0,0,10,1,12,24,6,-0.4654,430.9,0,260,22,16,-0.7032,-1.3192
43,2018,23,0,200,1,3,86,357,0,99,92,381,0,20,56,52,75,87,0,2,73,0,0,0,0,59,14,1,2,4,22,2,0,6,4,1,0,2,0,0,0,73,0,0,0,0,0,24,6,0.0,430.9,0,260,0,0,0.0,0.0
43,2019,23,0,200,1,1,86,315,0,67,89,342,0,24,32,31,82,75,1317,1,68,0,2,3,1,42,10,0,1,0,15,0,0,3,3,2,22,4,0,6,5,68,0,0,11,3,16,31,10,0.5778,325.0,0,259,24,12,0.05,1.2514
43,2019,23,0,200,1,3,86,315,0,67,89,342,0,24,32,31,82,75,0,1,68,0,0,0,0,42,10,0,1,0,15,0,0,3,3,2,0,4,0,0,0,68,0,0,0,0,0,31,10,0.0,325.0,0,259,0,0,0.0,0.0
43,2020,23,0,200,1,1,84,332,0,92,95,365,0,24,42,41,69,78,1386,1,68,0,2,6,0,54,23,1,3,1,14,1,0,3,2,5,21,8,0,3,3,68,0,0,8,3,10,37,12,-1.3446,300.0001,0,253,11,13,0.2154,0.1267
43,2020,23,0,200,1,3,84,332,0,92,95,365,0,24,42,41,69,78,0,1,68,0,0,0,0,54,23,1,3,1,14,1,0,3,2,5,0,8,0,0,0,68,0,0,0,0,0,37,12,0.0,300.0001,0,253,0,0,0.0,0.0
43,2021,23,0,200,1,1,91,326,0,63,94,370,0,37,45,42,77,91,1477,2,73,0,4,3,0,34,9,0,3,2,18,1,0,5,3,4,22,7,0,2,2,73,0,0,11,3,8,29,5,-0.8415,286.1004,0,275,17,14,-0.6731,0.1226
43,2021,23,0,200,1,3,91,326,0,63,94,370,0,37,45,42,77,91,0,2,73,0,0,0,0,34,9,0,3,2,18,1,0,5,3,4,0,7,0,0,0,73,0,0,0,0,0,29,5,0.0,286.1004,0,275,0,0,0.0,0.0
43,2022,23,0,200,1,1,85,324,0,79,88,371,0,37,48,46,76,84,1457,0,69,0,4,5,0,50,11,0,3,4,14,0,0,2,3,7,21,4,0,2,2,69,0,0,7,0,11,28,10,-1.9204,364.4001,0,255,12,20,-0.5248,-0.4446
43,2022,23,0,200,1,3,85,324,0,79,88,371,0,37,48,46,76,84,0,0,69,0,0,0,0,50,11,0,3,4,14,0,0,2,3,7,0,4,0,0,0,69,0,0,0,0,0,28,10,0.0,364.4001,0,255,0,0,0.0,0.0
43,2023,23,0,200,1,1,87,345,0,91,86,367,0,17,42,40,74,93,1466,0,67,0,2,3,2,54,19,0,2,0,18,1,0,0,3,3,22,4,0,5,3,67,0,0,11,2,9,36,13,-0.7282,311.5002,0,261,18,14,-0.3836,0.1992
43,2023,23,0,200,1,3,87,345,0,91,86,367,0,17,42,40,74,93,0,0,67,0,0,0,0,54,19,0,2,0,18,1,0,0,3,3,0,4,0,0,0,67,0,0,0,0,0,36,13,0.0,311.5002,0,261,0,0,0.0,0.0
43,2024,23,0,200,1,1,80,303,0,75,75,339,0,25,38,37,77,78,1292,2,64,0,3,1,0,49,13,1,4,0,13,0,0,3,0,6,19,5,0,2,2,64,0,0,11,2,15,29,9,0.8848,320.0001,0,242,21,13,-0.2745,0.298
43,2024,23,0,200,1,3,80,303,0,75,75,339,0,25,38,37,77,78,0,2,64,0,0,0,0,49,13,1,4,0,13,0,0,3,0,6,0,5,0,0,0,64,0,0,0,0,0,29,9,0.0,320.0001,0,242,0,0,0.0,0.0
43,2025,23,0,200,1,1,88,347,0,95,103,392,0,35,62,58,73,80,1546,2,69,0,7,4,2,58,20,1,6,5,12,2,1,7,2,2,14,5,0,6,3,69,0,0,7,0,7,40,12,-1.3807,349.1002,0,266,16,21,0.7501,-1.5912
43,2025,23,0,200,1,3,88,347,0,95,103,392,0,35,62,58,73,80,0,2,69,0,0,0,0,58,20,1,6,5,12,2,1,7,2,2,0,5,0,0,0,69,0,0,0,0,0,40,12,0.0,349.1002,0,266,0,0,0.0,0.0
44,2016,11,0,200,1,1,79,303,0,70,75,334,0,22,25,21,69,84,1311,0,45,0,2,0,0,54,6,1,4,1,9,0,0,1,3,4,8,7,0,0,0,45,0,0,5,0,0,33,9,0.8991,194.0999,0,237,8,3,0.6478,1.6677
44,2016,11,0,200,1,3,79,303,0,70,75,334,0,22,25,21,69,84,0,0,45,0,0,0,0,54,6,1,4,1,9,0,0,1,3,4,0,7,0,0,0,45,0,0,0,0,0,33,9,0.0,194.0999,0,237,0,0,0.0,0.0
44,2017,11,0,200,1,1,78,287,0,58,80,311,0,19,28,24,54,93,1170,0,42,0,4,3,0,42,7,0,1,2,7,0,0,0,3,4,10,6,0,0,0,42,0,0,3,0,0,37,10,0.1223,198.4999,0,234,7,5,1.1762,1.3511
44,2017,11,0,200,1,3,78,287,0,58,80,311,0,19,28,24,54,93,0,0,42,0,0,0,0,42,7,0,1,2,7,0,0,0,3,4,0,6,0,0,0,42,0,0,0,0,0,37,10,0.0,198.4999,0,234,0,0,0.0,0.0
44,2018,11,0,200,1,1,80,322,0,84,103,343,0,15,50,44,53,78,1321,1,50,0,3,1,1,47,19,0,3,1,17,0,0,0,2,3,15,6,0,2,1,50,0,0,1,1,1,32,8,-0.6314,223.6,0,241,2,5,0.2617,-0.8801
44,2018,11,0,200,1,3,80,322,0,84,103,343,0,15,50,44,53,78,0,1,50,0,0,0,0,47,19,0,3,1,17,0,0,0,2,3,0,6,0,0,0,50,0,0,0,0,0,32,8,0.0,223.6,0,241,0,0,0.0,0.0
44,2019,11,0,200,1,1,70,281,0,79,72,303,0,18,38,36,52,78,1196,2,46,0,4,0,0,52,11,0,2,2,14,0,0,0,4,2,15,10,0,0,0,46,0,0,0,0,1,33,9,-0.7671,181.8001,0,212,3,9,-0.1586,-0.1307
44,2019,11,0,200,1,3,70,281,0,79,72,303,0,18,38,36,52,78,0,2,46,0,0,0,0,52,11,0,2,2,14,0,0,0,4,2,0,10,0,0,0,46,0,0,0,0,0,33,9,0.0,181.8001,0,212,0,0,0.0,0.0
44,2020,11,0,200,1,1,74,266,0,54,77,295,0,22,25,25,60,78,1129,0,41,0,3,2,0,36,7,0,4,0,11,0,0,1,3,3,14,6,0,0,0,41,0,0,3,0,0,40,7,0.7267,222.8999,0,222,7,4,0.3285,1.4079
44,2020,11,0,200,1,3,74,266,0,54,77,295,0,22,25,25,60,78,0,0,41,0,0,0,0,36,7,0,4,0,11,0,0,1,3,3,0,6,0,0,0,41,0,0,0,0,0,40,7,0.0,222.8999,0,222,0,0,0.0,0.0
44,2021,11,0,200,1,1,65,263,0,70,68,292,0,21,49,47,47,80,1169,2,43,0,0,2,2,34,13,0,2,2,21,2,0,1,5,6,13,2,0,4,0,43,0,0,2,0,1,22,8,-1.5536,173.9,0,197,3,9,-1.746,-1.6364
44,2021,11,0,200,1,3,65,263,0,70,68,292,0,21,49,47,47,80,0,2,43,0,0,0,0,34,13,0,2,2,21,2,0,1,5,6,0,2,0,0,0,43,0,0,0,0,0,22,8,0.0,173.9,0,197,0,0,0.0,0.0
44,2022,11,0,200,1,1,63,247,0,68,72,265,0,16,41,39,54,53,1054,0,41,0,2,1,1,39,12,0,1,1,16,0,0,1,2,1,14,5,0,1,0,41,0,0,4,3,1,19,4,-0.3043,134.6999,0,189,8,7,-0.459,-0.8325
44,2022,11,0,200,1,3,63,247,0,68,72,265,0,16,41,39,54,53,0,0,41,0,0,0,0,39,12,0,1,1,16,0,0,1,2,1,0,5,0,0,0,41,0,0,0,0,0,19,4,0.0,134.6999,0,189,0,0,0.0,0.0
44,2023,11,0,200,1,1,76,297,0,73,85,311,0,9,37,36,69,70,1264,0,49,0,3,1,1,45,15,0,2,1,12,0,0,0,6,3,20,4,0,1,0,49,0,0,1,0,1,34,9,-0.0036,143.4999,0,228,5,6,0.7726,0.1582
44,2023,11,0,200,1,3,76,297,0,73,85,311,0,9,37,36,69,70,0,0,49,0,0,0,0,45,15,0,2,1,12,0,0,0,6,3,0,4,0,0,0,49,0,0,0,0,0,34,9,0.0,143.4999,0,228,0,0,0.0,0.0
44,2024,11,0,200,1,1,70,274,0,71,73,294,0,12,35,34,67,61,1182,1,39,0,3,0,2,38,13,0,1,4,16,1,0,0,3,7,13,8,0,4,0,39,0,0,2,0,1,33,19,-0.2387,197.7,0,211,6,5,-0.4933,0.1538
