player_id,year,team_id,league_id,level_id,split_id,position,tc,a,po,er,ip,g,gs,e,dp,tp,pb,sba,rto,ipf,plays,plays_base,roe,opps_0,opps_made_0,opps_1,opps_made_1,opps_2,opps_made_2,opps_3,opps_made_3,opps_4,opps_made_4,opps_5,opps_made_5,framing,arm,zr,pa,pm
2,2016,3,200,1,0,3,1323,62,1257,0,1430,162,162,4,101,0,0,0,0,0,180,164,4,217,212,40,34,17,11,17,6,9,0,3,0,0.0,0.0,4.6521,303,263
2,2016,3,200,1,0,4,1,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
2,2017,3,200,1,0,3,1263,60,1199,0,1433,162,162,4,106,0,0,0,0,0,160,159,4,199,189,31,27,16,10,14,4,9,1,4,0,0.0,0.0,-0.6858,273,231
2,2017,3,200,1,0,4,2,0,2,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1164,2,2
2,2018,3,200,1,0,3,1376,60,1310,0,1431,162,162,6,117,0,0,0,0,0,159,150,6,213,206,36,33,16,11,10,4,11,1,2,0,0.0,0.0,2.1248,288,255
2,2018,3,200,1,0,4,1,0,1,0,5,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.1772,1,0
2,2019,3,200,1,0,3,1378,76,1297,0,1430,162,162,5,105,0,0,0,0,0,183,174,4,232,227,30,24,26,16,14,4,12,1,1,0,0.0,0.0,2.1529,315,272
2,2019,3,200,1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
2,2019,3,200,1,0,4,2,1,1,0,5,4,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,-0.3458,2,1
2,2020,3,200,1,0,3,1337,64,1264,0,1428,162,162,9,110,0,0,0,0,2,177,169,8,214,203,30,24,21,15,14,7,11,1,10,0,0.0,0.0,0.2754,300,250
2,2020,3,200,1,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
2,2020,3,200,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
2,2021,3,200,1,0,3,1260,64,1191,0,1423,162,162,5,103,0,0,0,0,1,190,181,5,221,215,27,25,19,14,14,4,10,1,2,0,0.0,0.0,3.1994,293,259
2,2021,3,200,1,0,4,2,0,2,0,6,4,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,-0.2859,2,1
2,2021,3,200,1,0,6,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
