player_id,year,team_id,league_id,level_id,split_id,position,tc,a,po,er,ip,g,gs,e,dp,tp,pb,sba,rto,ipf,plays,plays_base,roe,opps_0,opps_made_0,opps_1,opps_made_1,opps_2,opps_made_2,opps_3,opps_made_3,opps_4,opps_made_4,opps_5,opps_made_5,framing,arm,zr,pa,pm
2,2016,3,200,1,0,3,1321,59,1253,0,1422,162,162,9,107,0,0,0,0,2,177,171,8,216,212,24,20,12,12,15,8,8,1,1,0,0.0,0.0,2.6623,276,253
2,2016,3,200,1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
2,2016,3,200,1,0,4,2,0,1,0,3,3,0,1,0,0,0,0,0,2,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,-0.8391,3,0
2,2017,3,200,1,0,3,1320,62,1247,0,1424,162,162,11,103,0,0,0,0,1,185,176,10,229,221,35,27,24,19,9,5,11,0,3,0,0.0,0.0,0.591,311,272
2,2017,3,200,1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
2,2017,3,200,1,0,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
2,2018,3,200,1,0,3,1325,72,1246,0,1437,162,162,7,109,0,0,0,0,2,186,180,6,219,212,34,30,20,11,15,9,14,1,0,0,0.0,0.0,1.4446,302,263
2,2018,3,200,1,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
2,2019,3,200,1,0,3,1314,76,1231,0,1423,162,162,7,111,0,0,0,0,2,199,184,6,221,214,38,34,25,16,14,5,5,2,4,0,0.0,0.0,4.3459,307,271
2,2019,3,200,1,0,6,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0,0.0,0.0781,2,1
2,2019,3,200,1,0,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
2,2020,3,200,1,0,3,1354,84,1261,0,1435,162,162,9,79,0,0,0,0,0,202,197,8,246,238,38,30,14,9,7,2,7,0,5,0,0.0,0.0,-1.3274,317,279
2,2020,3,200,1,0,4,1,0,1,0,3,3,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0292,1,1
2,2021,3,200,1,0,3,1328,60,1260,0,1435,162,162,8,98,0,0,0,0,2,181,176,8,244,235,26,22,10,7,10,2,12,1,3,0,0.0,0.0,-0.9427,305,267
2,2021,3,200,1,0,6,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0303,1,1
2,2021,3,200,1,0,4,2,0,2,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.1778,1,0
2,2022,3,200,1,0,3,1338,77,1252,0,1430,162,162,9,110,0,0,0,0,0,192,183,8,229,226,42,32,27,16,13,6,8,1,3,0,0.0,0.0,1.0433,322,281
2,2022,3,200,1,0,6,2,1,1,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0317,1,1
2,2022,3,200,1,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
2,2023,3,200,1,0,3,1354,68,1282,0,1419,162,162,4,118,0,0,0,0,0,194,186,3,229,224,44,42,14,10,12,4,10,1,2,0,0.0,0.0,4.4853,311,281
2,2023,3,200,1,0,4,4,1,2,0,7,5,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,1,0,0,0.0,0.0,-0.0204,3,2
2,2023,3,200,1,0,6,1,0,1,0,2,1,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0314,1,1
2,2024,3,200,1,0,3,1318,49,1265,0,1439,163,163,4,116,0,0,0,0,1,147,142,4,196,190,29,26,14,8,5,1,12,0,4,0,0.0,0.0,0.4799,260,225
2,2024,3,200,1,0,4,4,2,1,0,7,6,0,1,1,0,0,0,0,1,3,4,1,2,2,3,1,2,0,0,0,0,0,0,0,0.0,0.0,-0.9399,7,3
2,2025,3,200,1,0,3,1322,76,1240,0,1426,162,162,6,111,0,0,0,0,2,166,162,5,208,199,35,30,21,9,17,5,11,0,3,0,0.0,0.0,-1.72,295,243
2,2025,3,200,1,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
3,2016,5,200,1,0,3,733,35,694,0,786,95,95,4,76,0,0,0,0,2,86,86,4,132,126,10,9,5,2,5,1,5,0,1,0,0.0,0.0,-2.0849,158,138
3,2017,5,200,1,0,3,672,34,632,0,780,96,96,6,66,0,0,0,0,2,92,90,6,114,108,12,10,8,3,5,2,9,0,1,0,0.0,0.0,-2.4206,149,123
3,2018,5,200,1,0,3,713,32,676,0,799,96,96,5,73,0,0,0,0,0,83,80,5,105,99,20,18,9,7,3,1,10,0,1,0,0.0,0.0,-0.6363,148,125
3,2019,5,200,1,0,3,702,34,662,0,794,96,96,6,68,0,0,0,0,0,94,91,5,134,130,14,8,7,5,9,3,3,0,3,0,0.0,0.0,-1.2518,170,146
3,2019,5,200,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
3,2020,5,200,1,0,3,715,34,679,0,781,96,96,2,71,0,0,0,0,1,86,84,2,113,107,19,16,8,5,3,1,7,1,3,0,0.0,0.5634,-0.455,153,130
3,2021,5,200,1,0,3,669,35,628,0,790,96,96,6,68,0,0,0,0,0,88,81,3,106,105,20,16,8,6,4,3,3,0,2,0,0.0,0.0,2.5005,143,130
3,2022,5,200,1,0,3,697,26,667,0,787,96,96,4,77,0,0,0,0,0,91,90,4,107,103,19,17,11,6,7,2,5,0,2,0,0.0,0.0,-1.1808,151,128
3,2023,5,200,1,0,3,677,39,631,0,779,96,96,7,50,0,0,0,0,0,105,102,5,137,134,20,17,7,6,5,2,5,0,1,0,0.0,0.0,0.6109,175,159
3,2023,5,200,1,0,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0905,1,1
3,2024,5,200,1,0,3,697,37,655,0,785,96,96,5,56,0,0,0,0,0,102,103,4,103,100,24,20,17,7,7,4,6,0,3,0,0.0,0.0,-2.1583,160,131
3,2025,5,200,1,0,3,696,30,657,0,801,99,99,9,74,0,0,0,0,0,91,81,7,114,107,22,17,10,6,5,1,2,0,0,0,0.0,0.0,-0.5012,153,131
7,2016,8,200,1,0,3,1078,50,1022,0,1227,140,140,6,94,0,0,0,0,1,141,135,5,176,169,25,21,16,13,7,3,16,1,1,0,0.0,0.0,0.9571,241,207
7,2016,8,200,1,0,4,6,1,5,0,15,10,0,0,0,0,0,0,0,0,2,2,0,5,5,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.1155,6,5
7,2016,8,200,1,0,5,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,-0.5203,1,0
7,2016,8,200,1,0,6,2,1,1,0,2,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,-0.0446,2,1
7,2017,8,200,1,0,3,1116,45,1065,0,1210,142,140,6,89,0,0,0,0,0,126,125,5,169,163,26,17,14,11,7,2,17,1,1,0,0.0,0.0,-2.0795,234,194
7,2017,8,200,1,0,4,5,2,3,0,11,8,0,0,2,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,-0.0236,3,1
7,2017,8,200,1,0,5,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
7,2017,8,200,1,0,6,3,3,0,0,9,2,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,1,0,0,0,2,0,1,0,0.0,0.0,-0.1557,7,3
7,2018,8,200,1,0,3,1128,62,1053,0,1221,142,139,13,103,0,0,0,0,0,167,152,11,205,195,23,22,16,13,10,4,9,1,2,0,0.0,0.0,2.5089,265,235
7,2018,8,200,1,0,5,1,1,0,0,5,3,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0323,1,1
7,2018,8,200,1,0,4,7,3,4,0,17,7,0,0,0,0,0,0,0,0,4,4,0,4,4,3,2,0,0,1,0,1,0,0,0,0.0,0.0,0.0447,9,6
7,2019,8,200,1,0,3,1154,61,1084,0,1234,141,140,9,86,0,0,0,0,0,150,142,9,186,178,36,29,13,9,14,4,14,0,2,0,0.0,0.0,-1.1962,265,220
7,2019,8,200,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
7,2019,8,200,1,0,4,3,1,2,0,10,6,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0314,1,1
7,2020,8,200,1,0,3,1120,59,1055,0,1236,144,140,6,107,0,0,0,0,1,141,136,6,197,186,33,29,16,13,8,2,8,1,3,0,0.0,0.0,-0.3134,265,231
7,2020,8,200,1,0,5,3,3,0,0,4,5,0,0,0,0,0,0,0,2,3,3,0,2,2,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0326,4,3
7,2020,8,200,1,0,4,8,5,3,0,15,10,0,0,1,0,0,0,0,1,5,5,0,4,3,1,0,2,2,0,0,0,0,1,0,0.0,0.0,-0.0308,8,5
7,2021,8,200,1,0,3,1117,50,1064,0,1233,141,140,3,91,0,0,0,0,0,131,127,3,193,190,16,13,16,5,5,2,9,0,0,0,0.0,0.0,-0.1281,239,210
7,2021,8,200,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
7,2021,8,200,1,0,4,1,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,-0.0239,2,1
7,2022,8,200,1,0,3,1109,57,1047,0,1222,142,140,5,108,0,0,0,0,1,151,144,5,175,171,37,31,15,8,16,6,7,0,4,0,0.0,0.0,0.7364,254,216
7,2022,8,200,1,0,4,7,4,3,0,14,9,0,0,3,0,0,0,0,2,3,4,0,2,2,0,0,0,0,2,1,0,0,0,0,0.0,0.0,-0.0357,4,3
7,2023,8,200,1,0,3,1113,44,1064,0,1229,142,140,5,89,0,0,0,0,0,135,129,5,180,173,23,17,7,2,7,4,9,1,1,0,0.0,0.0,-0.4879,227,197
7,2023,8,200,1,0,5,2,2,0,0,6,4,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0819,2,2
7,2023,8,200,1,0,4,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,-0.0252,1,0
7,2023,8,200,1,0,6,3,2,1,0,2,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0314,1,1
7,2024,8,200,1,0,3,1125,53,1068,0,1230,142,140,4,100,0,0,0,0,0,131,127,3,165,161,26,23,20,8,7,4,2,0,0,0,0.0,0.0,0.1874,220,196
7,2024,8,200,1,0,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0442,1,1
7,2024,8,200,1,0,4,4,2,2,0,9,5,0,0,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,1,0,1,0,0,0,0.0,0.0,-0.0139,4,2
7,2024,8,200,1,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,-0.1432,1,0
7,2025,8,200,1,0,3,1075,57,1013,0,1227,141,140,5,89,0,0,0,0,1,140,136,4,183,179,25,23,17,11,11,1,15,1,1,0,0.0,0.0,1.0769,252,215
7,2025,8,200,1,0,4,1,0,0,0,6,6,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,-0.5176,2,0
7,2025,8,200,1,0,5,2,1,0,0,7,3,0,1,0,0,0,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.5214,2,1
9,2016,24,200,1,0,5,2,2,0,0,12,7,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0643,2,2
9,2016,24,200,1,0,3,172,12,158,0,192,22,22,2,11,0,0,0,0,0,26,26,1,32,32,5,5,7,3,2,0,4,0,0,0,0.0,0.0,-0.4733,50,40
9,2017,24,200,1,0,3,172,7,164,0,193,22,22,1,15,0,0,0,0,1,17,15,1,21,19,6,6,2,2,0,0,1,0,0,0,0.0,0.0,0.434,30,27
9,2017,24,200,1,0,5,2,2,0,0,7,3,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.1167,2,2
9,2018,24,200,1,0,3,159,11,148,0,190,22,22,0,17,0,0,0,0,0,25,24,0,25,25,4,3,5,4,0,0,0,0,0,0,0.0,0.0,0.7523,34,32
9,2018,24,200,1,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
9,2019,24,200,1,0,3,173,17,156,0,194,22,22,0,17,0,0,0,0,2,32,31,0,35,35,5,3,6,4,3,2,1,0,1,0,0.0,0.0,0.6538,51,44
9,2019,24,200,1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,-0.0507,1,0
9,2019,24,200,1,0,5,1,1,0,0,8,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0315,1,1
9,2020,24,200,1,0,3,177,17,158,0,197,22,22,2,19,0,0,0,0,2,28,26,2,31,29,7,5,4,4,2,0,2,1,0,0,0.0,0.0,-0.0492,46,39
9,2020,24,200,1,0,6,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.1941,1,1
9,2020,24,200,1,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
9,2021,24,200,1,0,3,188,9,179,0,197,22,22,0,16,0,0,0,0,0,28,28,0,36,35,4,4,1,0,1,0,0,0,0,0,0.0,0.0,0.0101,42,39
9,2021,24,200,1,0,5,6,6,0,0,9,4,0,0,0,0,0,0,0,0,6,6,0,3,3,2,2,0,0,1,1,0,0,0,0,0.0,0.0,0.3653,6,6
9,2022,24,200,1,0,3,181,10,170,0,196,22,22,1,15,0,0,0,0,0,22,22,0,27,27,2,2,3,3,2,2,1,0,0,0,0.0,0.0,1.0669,35,34
9,2022,24,200,1,0,5,6,5,1,0,9,4,0,0,0,0,0,0,0,0,5,5,0,4,4,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.2102,5,5
9,2023,24,200,1,0,3,172,7,164,0,195,22,22,1,16,0,0,0,0,0,23,24,1,30,28,5,3,2,1,1,0,2,0,1,0,0.0,0.0,-1.402,41,32
9,2023,24,200,1,0,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
9,2023,24,200,1,0,4,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
9,2024,24,200,1,0,3,176,13,163,0,195,22,22,0,18,0,0,0,0,0,25,24,0,27,27,6,6,1,1,2,1,1,0,0,0,0.0,0.0,1.0362,37,35
9,2024,24,200,1,0,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
9,2025,24,200,1,0,3,176,11,165,0,190,21,21,0,14,0,0,0,0,0,21,18,0,30,30,3,3,1,1,2,2,1,0,0,0,0.0,0.0,1.8836,37,36
9,2025,24,200,1,0,5,2,2,0,0,3,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,0.604,2,2
10,2016,11,200,1,0,3,1244,76,1166,0,1322,162,162,2,107,0,0,0,0,2,187,177,1,219,217,32,29,23,16,10,6,9,4,1,0,0.0,0.0,7.0651,294,272
