ID,Name,ORG,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM,IP Clean,Plays A,Plays M
60786,Manny Castaneda,Los Angeles Angels,3,155,154,1109,71,1031,7,108,0,2.7,0,0,1381.1,0,0,226,218,27,22,15,12,8,3,13,1,2,0,0,1381.333333333333,291,256
62660,Federico Mendoza,Baltimore Orioles,3,152,152,1231,60,1165,6,101,0,2.1,0,0,1365.2,0,0,211,205,32,27,9,7,8,2,14,0,1,0,0,1365.6666666666667,275,241
57232,Willie Perez,Toronto Blue Jays,3,155,155,1195,74,1108,13,97,0,-1.6,0,0,1359.0,0,0,226,211,31,28,12,7,11,2,7,0,1,0,0,1359.0,288,248
71203,Eric Caldwell,Chicago White Sox,3,152,149,1264,93,1164,7,122,0,6.2,0,0,1340.2,0,0,242,238,40,36,31,23,13,5,16,0,0,0,0,1340.6666666666667,342,302
61652,Matt Williams,Atlanta Braves,3,148,148,1210,91,1115,4,104,0,6.6,0,0,1307.2,0,0,228,224,43,36,16,13,11,5,14,1,2,0,0,1307.6666666666667,314,279
64064,Eric Kunde,New York Yankees,3,149,149,1258,85,1167,6,122,0,3.5,0,0,1289.1,0,0,242,235,39,35,13,8,7,1,8,1,5,0,0,1289.333333333333,314,280
61572,Josh Copeland,Texas Rangers,3,142,139,1110,77,1027,6,110,0,3.0,0,0,1240.2,0,0,205,198,40,34,14,7,13,6,18,1,2,0,0,1240.6666666666667,292,246
61295,Mike Baumhardt,San Diego Padres,3,142,141,1161,81,1071,9,113,0,1.8,0,0,1236.1,0,0,239,231,46,41,14,10,12,2,13,1,3,0,0,1236.333333333333,327,285
56305,Dave Billman,San Francisco Giants,3,140,139,1010,71,935,4,96,0,2.0,0,0,1226.0,0,0,196,192,29,25,16,10,12,4,6,0,1,0,0,1226.0,260,231
64138,Doug Sideris,Seattle Mariners,3,132,130,1019,56,956,7,109,0,-0.9,0,0,1172.0,0,0,190,183,25,20,21,9,6,1,15,0,1,0,0,1172.0,258,213
60443,Josh Kane,Colorado Rockies,3,135,133,1072,72,986,14,93,0,-1.6,0,0,1156.1,0,0,217,204,33,31,21,10,8,4,15,1,0,0,0,1156.333333333333,294,250
63093,T.J. Kleinman,Philadelphia Phillies,3,133,125,1057,48,1005,4,94,0,3.9,0,0,1135.0,0,0,177,174,26,19,13,10,6,2,10,2,4,0,0,1135.0,236,207
57275,Brad Campos,Arizona Diamondbacks,3,134,131,1003,57,944,2,92,0,-4.2,0,0,1121.0,0,0,195,186,33,28,15,4,13,1,18,0,4,0,0,1121.0,278,219
62452,Tony Carlisle,Cleveland Guardians,3,117,116,886,37,842,7,92,0,-1.1,0,0,1013.1,0,0,164,156,24,21,12,8,3,1,5,0,1,0,0,1013.3333333333334,209,186
49735,Octávio Baeta,Houston Astros,3,113,112,812,51,756,5,100,0,-1.2,0,0,987.2,0,0,139,131,24,19,18,12,9,5,15,1,3,0,0,987.6666666666669,208,168
61602,Chris Bontempo,Milwaukee Brewers,3,119,118,880,47,825,8,76,1,-4.6,0,0,987.2,0,0,178,166,20,14,17,9,6,1,8,0,2,0,0,987.6666666666669,231,190
61333,Luis Escobedo,Boston Red Sox,3,120,119,894,46,842,6,83,0,1.7,0,0,948.0,0,0,155,149,33,28,17,10,10,1,11,0,4,0,0,948.0,230,188
45330,Kevin Howard,New York Mets,3,110,110,854,56,792,6,81,0,2.6,0,0,920.1,0,0,181,176,17,14,18,9,9,1,17,4,1,0,0,920.3333333333334,243,204
59630,Bill Lopez,Washington Nationals,3,108,104,790,52,733,5,69,0,1.9,0,0,892.1,0,0,153,145,12,9,16,11,11,5,9,2,1,0,0,892.3333333333334,202,172
47031,Vinny Lopez,Los Angeles Dodgers,3,108,104,776,54,717,5,73,0,-0.8,0,0,856.1,0,0,123,117,21,14,15,11,10,2,8,1,3,0,0,856.3333333333334,180,145
62038,Chris Ortiz,Portland Loggers,3,110,78,724,42,679,3,76,0,2.2,0,0,751.2,0,0,130,127,10,9,15,13,7,1,8,1,1,0,0,751.6666666666669,171,151
69839,Tim Center,Cincinnati Reds,3,104,82,710,46,661,3,82,0,2.5,0,0,749.0,0,0,139,136,24,21,9,7,9,3,8,0,2,0,0,749.0,191,167
59756,Angel Melendez,Portland Loggers,3,84,83,616,44,572,0,72,0,-1.2,0,0,697.2,0,0,114,108,17,15,13,7,8,3,5,0,4,0,0,697.6666666666669,161,133
57597,Chris Groff,-,3,74,70,633,41,590,2,56,0,0.7,0,0,627.0,0,0,119,116,16,13,4,3,4,1,8,0,3,0,0,627.0,154,133
60628,Chris Venhaus,Nashville Stars,3,70,69,543,35,502,6,49,0,-3.4,0,0,609.0,0,0,112,109,17,9,9,4,8,1,9,0,2,0,0,609.0,157,123
