ID,Name,ORG,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM,IP Clean,Plays A,Plays M
61597,Lyle Jarville,Baltimore Orioles,5,146,145,363,258,91,14,28,0,7.9,0,0,1296.1,0,0,252,240,54,49,40,32,17,6,33,12,5,0,0,1296.333333333333,401,339
59181,Billy LaBelle,Chicago White Sox,5,145,140,373,255,97,21,29,0,0.5,0,0,1282.1,0,0,248,233,74,66,33,24,21,9,33,6,5,0,0,1282.333333333333,414,338
54795,Josh McBride,Nashville Stars,5,145,145,351,234,104,13,28,0,7.9,0,0,1277.2,0,0,250,237,43,37,25,21,25,15,30,12,3,0,0,1277.6666666666667,376,322
58003,Joe Ferguson,Arizona Diamondbacks,5,147,145,351,221,106,24,30,0,-5.6,0,0,1273.2,0,0,250,226,63,52,26,21,23,8,36,8,6,0,0,1273.6666666666667,404,315
61736,Alex Velez,Atlanta Braves,5,140,140,355,244,99,12,23,0,7.2,0,0,1254.1,0,0,244,236,53,45,20,17,35,16,24,10,5,0,0,1254.333333333333,381,324
62170,Steven Squarebriggs,New York Yankees,5,146,144,329,246,73,10,20,0,0.2,0,0,1239.1,0,0,214,204,69,62,33,25,28,9,29,9,2,0,0,1239.333333333333,375,309
55875,Adrian Marroquin,Portland Loggers,5,142,137,312,225,75,12,22,0,3.4,0,0,1205.1,0,0,221,212,48,41,28,18,19,12,32,6,4,0,0,1205.333333333333,352,289
59203,Devon Norris,Houston Astros,5,139,137,340,241,79,20,35,0,2.4,0,0,1177.0,0,0,214,201,60,52,33,29,26,16,26,6,3,0,0,1177.0,362,304
64052,Bob Rankin,Texas Rangers,5,122,116,322,212,98,12,23,0,-2.5,0,0,1045.1,0,0,243,231,49,41,26,16,12,2,25,6,3,0,0,1045.333333333333,358,296
56498,Jaisten Adkins,San Diego Padres,5,121,121,277,194,71,12,19,0,2.9,0,0,1041.0,0,0,194,181,41,37,30,23,8,7,15,4,6,0,0,1041.0,294,252
54658,Jerry Frisch,Toronto Blue Jays,5,126,123,271,184,75,12,12,0,-2.9,0,0,1027.0,0,0,193,180,33,29,25,17,21,9,17,3,4,0,0,1027.0,293,238
54662,Angelo Polanco,Los Angeles Angels,5,115,114,248,166,73,9,20,0,-4.1,0,0,1004.0,0,0,169,158,46,41,29,20,21,5,21,6,2,0,0,1004.0,288,230
60099,Phil Sondergaard,Minnesota Twins,5,115,113,267,192,60,15,17,0,0.9,0,0,998.0,0,0,164,154,53,48,32,21,17,9,27,11,1,0,0,998.0,294,243
56445,Nick Williams,San Francisco Giants,5,118,113,244,169,68,7,17,0,0.3,0,0,996.1,0,0,159,152,51,45,26,17,14,8,18,2,3,0,0,996.3333333333334,271,224
60767,Xavier Arango,St. Louis Cardinals,5,115,113,272,170,84,18,14,0,-4.3,0,0,975.0,0,0,194,182,48,41,18,11,15,6,19,2,2,0,0,975.0,296,242
56199,Jesus Fernandez,Chicago Cubs,5,115,113,255,155,88,12,15,0,-0.7,0,0,970.0,0,0,173,160,36,31,25,18,16,9,26,7,5,0,0,970.0,281,225
47547,Ivan Blanco,Cincinnati Reds,5,112,109,266,193,70,3,22,0,5.7,0,0,958.0,0,0,190,183,36,33,24,19,17,9,29,9,4,0,0,958.0,300,253
63162,Greg Hobbs,Boston Red Sox,5,119,116,246,173,63,10,19,0,-1.1,0,0,925.1,0,0,156,148,54,46,22,17,17,8,24,5,3,0,0,925.3333333333334,276,224
59712,Guibert Runggaldier,Washington Nationals,5,109,91,197,140,48,9,13,0,-2.8,0,0,811.2,0,0,134,127,36,28,19,12,14,10,20,3,1,0,0,811.6666666666669,224,180
56799,Tony Ellington,New York Mets,5,98,96,190,128,57,5,16,0,-2.2,0,0,808.2,0,0,142,135,28,23,22,13,7,2,16,3,3,0,0,808.6666666666669,218,176
58681,Ken Panek,Milwaukee Brewers,5,93,89,216,145,62,9,9,0,3.7,0,0,793.1,0,0,144,135,29,24,24,19,17,11,22,8,9,0,0,793.3333333333334,245,197
56489,Tony Sierra,Los Angeles Dodgers,5,104,93,210,146,57,7,19,0,-0.9,0,0,793.1,0,0,151,142,34,29,21,15,12,6,14,2,1,0,0,793.3333333333334,233,194
54605,Josh Ennis,Kansas City Royals,5,88,88,191,140,43,8,15,0,-0.5,0,0,788.1,0,0,134,126,29,26,23,18,10,4,21,3,4,0,0,788.3333333333334,221,177
63017,Victor Ortiz,Philadelphia Phillies,5,94,85,214,160,42,12,23,0,2.3,0,0,782.0,0,0,134,125,45,39,18,18,8,5,16,6,3,0,0,782.0,224,193
46245,Alex Castro,Tampa Bay Rays,5,94,81,185,133,42,10,10,0,-2.2,0,0,688.0,0,0,118,108,39,32,16,15,19,7,20,8,4,0,0,688.0,216,170
59239,Steve Gunn,Kansas City Royals,5,81,74,187,140,40,7,12,0,1.4,0,0,681.0,0,0,127,121,36,33,18,12,9,4,17,5,3,0,0,681.0,210,175
64202,David Montoya,Tampa Bay Rays,5,92,76,178,115,54,9,12,0,-3.1,0,0,675.1,0,0,121,110,30,27,20,12,17,9,13,2,1,0,0,675.3333333333334,202,160
61972,Tim Dodd,Seattle Mariners,5,70,66,138,89,43,6,9,0,-2.5,0,0,579.2,0,0,93,83,24,21,9,7,13,6,12,3,3,0,0,579.6666666666669,154,120
55056,Danny McCracken,Colorado Rockies,5,73,63,151,97,48,6,15,0,0.7,0,0,549.2,0,0,112,104,20,17,11,8,11,5,11,1,2,0,0,549.6666666666669,167,135
64161,Kurt Donnelly,Seattle Mariners,5,65,63,132,88,40,4,8,0,-1.4,0,0,547.0,0,0,92,86,28,24,11,8,9,4,8,2,2,0,0,547.0,150,124
63525,Sam Page,Philadelphia Phillies,5,58,56,140,97,36,7,8,0,0.9,0,0,488.1,0,0,94,88,26,25,13,9,7,5,7,3,2,0,0,488.3333333333334,149,130
47911,Jose Chinea,Cleveland Guardians,5,62,57,123,82,33,8,16,0,-4.1,0,0,481.1,0,0,87,76,18,15,11,8,8,6,8,1,1,0,0,481.3333333333334,133,106
60803,Jorge Becerra,Los Angeles Dodgers,5,58,54,114,71,34,9,3,0,-2.8,0,0,460.2,0,0,74,64,23,21,8,4,6,3,8,3,0,0,0,460.66666666666663,119,95
51493,Kevin Baglioni,Cleveland Guardians,5,52,48,113,84,26,3,7,0,-0.5,0,0,443.1,0,0,80,76,18,17,12,7,7,3,11,3,2,0,0,443.3333333333334,130,106
64213,Jared Hazley,San Francisco Giants,5,64,49,126,90,35,1,7,0,4.4,0,0,439.0,0,0,90,87,14,13,14,13,6,4,5,1,4,0,0,439.0,133,118
57716,Josh Oldham,Chicago Cubs,5,61,45,127,92,31,4,9,0,2.6,0,0,436.2,0,0,77,75,26,24,7,7,10,6,6,1,0,0,0,436.66666666666663,126,113
61703,Israel Ordaz,Texas Rangers,5,49,46,101,74,24,3,7,0,-0.9,0,0,400.1,0,0,73,68,13,11,14,11,9,3,8,1,3,0,0,400.3333333333334,120,94
59975,Mike Thompson,Toronto Blue Jays,5,75,39,87,63,23,1,8,0,1.6,0,0,396.0,0,0,56,55,15,15,13,10,2,0,7,0,0,0,0,396.0,93,80
62043,James Frey,-,5,46,43,83,60,20,3,8,0,0.3,0,0,384.0,0,0,61,55,10,9,10,5,5,4,8,3,3,0,0,384.0,97,76
63836,Juan Posada,New York Mets,5,55,39,119,74,44,1,13,0,4.1,0,0,373.1,0,0,83,82,18,16,8,7,5,4,9,1,0,0,0,373.3333333333334,123,110
68499,Jaquan Price,Minnesota Twins,5,40,38,89,64,20,5,10,0,-2.1,0,0,346.1,0,0,57,54,22,18,10,7,7,0,7,1,0,0,0,346.3333333333334,103,80
61661,Leo Ramirez,Milwaukee Brewers,5,46,40,101,67,29,5,6,0,-0.6,0,0,344.0,0,0,67,63,23,21,11,5,2,1,9,2,2,0,0,344.0,114,92
64092,Chris Eaton,Los Angeles Angels,5,42,36,84,61,19,4,10,0,0.4,0,0,331.1,0,0,57,52,19,19,6,4,1,0,9,3,4,0,0,331.3333333333334,96,78
48759,Danny Betancourt,Colorado Rockies,5,39,37,90,68,19,3,5,0,-0.4,0,0,329.2,0,0,69,64,12,12,9,5,7,4,10,1,0,0,0,329.66666666666663,107,86
59297,Joey Thompson,St. Louis Cardinals,5,39,33,63,38,22,3,6,0,-0.7,0,0,304.2,0,0,47,43,11,8,4,3,2,1,4,2,2,0,0,304.66666666666663,70,57
59238,Andy Nixon,Boston Red Sox,5,62,25,79,56,21,2,10,0,3.5,0,0,293.2,0,0,55,53,9,9,5,5,3,2,5,3,1,0,0,293.66666666666663,78,72
59630,Bill Lopez,Washington Nationals,5,37,33,70,45,25,0,7,0,2.2,0,0,278.0,0,0,48,47,13,13,5,4,1,0,2,1,1,0,0,278.0,70,65
58885,Luis Leyva,San Diego Padres,5,35,30,49,27,19,3,4,0,-2.9,0,0,274.0,0,0,38,33,5,4,5,3,8,2,6,1,1,0,0,274.0,63,43
52405,Frank Vivar,Houston Astros,5,40,23,49,33,15,1,9,0,-1.8,0,0,251.1,0,0,39,34,9,7,2,1,4,1,2,0,0,0,0,251.33333333333331,56,43
54698,Jake Armbruster,Colorado Rockies,5,35,27,69,43,25,1,8,0,-1.8,0,0,234.1,0,0,55,52,13,11,4,3,6,0,5,0,0,0,0,234.33333333333331,83,66
59425,Greguorio Cortinas,Washington Nationals,5,27,24,50,32,16,2,6,0,0.4,0,0,220.1,0,0,38,37,5,4,3,2,2,1,1,0,1,0,0,220.33333333333331,50,44
65240,Danny Arzola,Boston Red Sox,5,38,21,65,45,17,3,5,0,0.3,0,0,218.2,0,0,42,39,11,10,5,4,5,3,6,4,2,0,0,218.66666666666663,71,60
56002,Alex Cuadra,New York Mets,5,27,24,59,43,14,2,2,0,0.3,0,0,210.1,0,0,39,37,12,11,8,5,2,1,6,2,0,0,0,210.33333333333331,67,56
56923,Mike Cumbie,Cincinnati Reds,5,27,23,48,26,17,5,7,0,-2.8,0,0,206.0,0,0,32,29,9,8,5,1,1,0,5,0,0,0,0,206.0,52,38
62376,Steve Staszak,Seattle Mariners,5,32,19,62,33,23,6,4,0,-3.2,0,0,199.2,0,0,40,36,11,10,10,4,4,0,2,1,1,0,0,199.66666666666663,68,51
57622,Jeff English,Atlanta Braves,5,21,20,45,30,15,0,5,0,2.2,0,0,179.0,0,0,32,32,6,6,5,3,2,1,6,3,1,0,0,179.0,52,45
53422,Danny Rivera,Los Angeles Dodgers,5,46,15,48,36,9,3,3,0,0.9,0,0,178.1,0,0,31,30,6,6,4,4,4,2,8,2,1,0,0,178.33333333333331,54,44
67146,Dan Lemmon,Cincinnati Reds,5,22,20,37,29,7,1,3,0,0.8,0,0,178.0,0,0,25,24,4,4,3,3,2,1,6,1,0,0,0,178.0,40,33
60722,Juan Balboa,Chicago White Sox,5,21,20,37,26,11,0,2,0,0.5,0,0,175.0,0,0,30,29,4,4,0,0,4,2,5,0,1,0,0,175.0,44,35
62881,Will Olvera,New York Yankees,5,34,16,50,29,21,0,4,0,1.6,0,0,174.1,0,0,34,33,7,7,4,4,4,1,5,1,0,0,0,174.33333333333331,54,46
58061,Mike Pasquale,Baltimore Orioles,5,20,17,37,27,9,1,1,0,0.7,0,0,166.2,0,0,22,21,8,7,3,3,3,2,3,1,0,0,0,166.66666666666663,39,34
59213,Joel Barnes,Nashville Stars,5,21,17,39,27,11,1,2,0,0.4,0,0,162.0,0,0,36,34,2,2,1,1,1,0,2,0,2,0,0,162.0,44,37
62298,Oscar Concepcion,San Diego Padres,5,24,16,39,24,13,2,4,0,0.5,0,0,155.1,0,0,27,26,5,5,4,2,2,0,5,3,0,0,0,155.33333333333331,43,36
62038,Chris Ortiz,Portland Loggers,5,21,17,44,31,11,2,3,0,0.3,0,0,153.0,0,0,28,26,9,8,3,1,2,2,6,2,0,0,0,153.0,48,39
64106,Willie Abella,Washington Nationals,5,27,14,39,28,9,2,6,0,0.5,0,0,147.1,0,0,31,31,5,4,0,0,3,1,1,1,2,0,0,147.33333333333331,42,37
60603,Tony Pitman,Arizona Diamondbacks,5,14,14,24,17,6,1,1,0,-2.0,0,0,121.2,0,0,17,15,4,3,6,3,3,0,3,0,1,0,0,121.66666666666667,34,21
60738,Danny Pelaez,Philadelphia Phillies,5,15,14,34,23,8,3,2,0,-0.4,0,0,119.2,0,0,18,15,8,8,4,3,3,2,3,1,0,0,0,119.66666666666667,36,29
61464,Jim Sobol,Nashville Stars,5,12,12,34,19,14,1,3,0,0.5,0,0,107.2,0,0,22,21,8,8,2,1,0,0,2,1,0,0,0,107.66666666666667,34,31
